,sma,intens,intens_err,ellipticity,ellipticity_err,pa,pa_err,grad,grad_error,grad_rerror,x0,x0_err,y0,y0_err,ndata,nflag,niter,stop_code
0,10.315539594210245,638.9914164073764,1.7296134847429827,0.08693375324722154,0.004597493064583034,28.311095273079818,1.586776031208429,-98.16658427440687,2.2389918688829025,0.022808085719109947,500.6081387927562,0.025313963259589536,498.9569096153053,0.024402737073339686,62,0,10,0
1,11.34709355363127,535.0320955009469,1.2601278297010783,0.08095068598530362,0.003866852724869819,23.567202090935602,1.4394844255704011,-77.20148796910777,1.5082941079999157,0.019537111883173294,500.5288928751294,0.023420838699046435,499.0028765353393,0.02257673571002303,69,0,10,0
2,12.481802908994396,445.36860942543154,0.9582197812837518,0.0755555421979911,0.003465358228490749,22.5621033075066,1.3762196764203987,-59.722048113224204,1.0455142284646888,0.017506335792144098,500.43536196784686,0.022996089771365504,499.0531428333636,0.022182717011669583,76,0,10,0
3,13.729983199893836,368.8262752656375,0.7571022203729402,0.06999585329158675,0.0032238116145163614,24.55147202122563,1.380106082106783,-46.197485655702735,0.7695316458358081,0.0166574356788791,500.36854287663175,0.02340148832412378,499.09530600565466,0.022721825572420758,84,0,10,0
4,15.102981519883219,302.6753594911232,0.6679508397749376,0.061310076360891114,0.0033533401819345883,27.706479799927774,1.6180321195607403,-35.9957368033096,0.6446895519331991,0.01791016406903841,500.388489126964,0.0265048739333527,499.1370081034378,0.025813464804896855,92,0,10,0
5,16.613279671871542,245.42940331439937,0.5969382524185951,0.05020333084414504,0.003645506812302249,29.60825401706411,2.1397566470061897,-27.117128792724372,0.4846440114359851,0.01787224654720882,500.5131046790723,0.03140779926086144,499.18761237215574,0.030836201788814657,102,0,10,0
6,18.274607639058697,197.70672155865745,0.4409631950419087,0.037056785942544544,0.003563051356775718,31.367793074429486,2.8147374523098105,-18.840780913285357,0.33737115080062086,0.01790643139227459,500.65938701270034,0.03342265932632205,499.2215499840374,0.03303580076524288,113,0,10,0
7,20.10206840296457,159.5885392946736,0.3605942289746,0.012369117167222943,0.003860516285488269,27.538011066400205,9.030494016415986,-13.22048711249069,0.2742944783209919,0.02074768319707668,500.7692245433326,0.03918068797446628,499.19246173746285,0.03905539087554457,126,0,10,0
8,22.112275243261028,133.985535753486,0.3467250447360685,0.017319546410937352,0.0043921021235354745,131.6485314466156,7.342812788415517,-10.097571838507097,0.21815452396146517,0.021604651836150623,500.74299464339987,0.04900340694288621,499.22490319666286,0.04906714410990575,138,0,10,0
9,24.323502767587133,113.80933924720686,0.2971675282740234,0.035778580779133595,0.004570974985148345,123.56165433692884,3.7488603195105137,-7.387274682584533,0.17090081658373718,0.023134487876379513,500.64367928377186,0.05654985805256275,499.29928226936266,0.05701973450682374,151,0,10,0
10,26.755853044345848,97.72343420468171,0.25975433465490033,0.054943475555181726,0.004795339741987476,109.27193875055485,2.580201172247314,-5.486960848294338,0.13411694740584115,0.024442847527795353,500.59612262618026,0.06511820220213416,499.3709648278483,0.0671254414260979,164,0,10,0
11,29.431438348780432,83.97672979511843,0.22545992046794336,0.06602013508103934,0.00500072476180091,99.03520138479604,2.2483733761449387,-4.101133581894806,0.10145600321047687,0.024738526844961282,500.6306880210764,0.07444865801589128,499.4496666282223,0.07802795994120985,179,0,10,0
12,32.374582183658475,71.61288579542462,0.1768947306871574,0.058933451697344506,0.004995737213691011,89.9884746533618,2.51103026223098,-2.9440183509912736,0.08507007976738157,0.028895906759119832,500.87204005067196,0.08176319251254165,499.6495217040621,0.08527637731939136,198,0,10,0
13,35.61204040202433,61.75896983051954,0.20382975420601332,0.05141691755398582,0.006569610781995327,82.5683378575633,3.775294858067957,-2.3593542826349174,0.0832059177638243,0.03526639401985032,500.99795391662894,0.11839098645531633,499.9273179516356,0.12242837928186016,219,0,10,0
14,39.17324444222676,52.91235106630661,0.19697615214991754,0.040096121431922094,0.007218237330004553,67.2789600173466,5.281371827812706,-1.9080048315428582,0.06656049842064984,0.034884868906137644,500.68883609380845,0.14319320745368636,499.9606091343558,0.1459493642665468,242,0,10,0
15,43.09056888644944,45.88149993268638,0.17361486913253726,0.04859294006368991,0.007242279300875994,44.90138571705858,4.391444478851607,-1.5089407722582775,0.05289744379273225,0.0350560106567775,500.62168527576904,0.16030038621907317,499.713518688797,0.16028171384424314,265,0,10,0
16,47.399625775094385,39.25986043058138,0.1390675635586077,0.04090254552777115,0.006571383583035322,23.182304883860525,4.719880729790075,-1.2190455347773985,0.04059755123183956,0.03330273568431781,500.8184091064083,0.1608711220402841,499.6638339733948,0.15792638044586518,293,0,10,0
17,52.13958835260382,33.49184742247858,0.12127258189001286,0.037240426452032384,0.0065817886097683485,167.31846266014654,5.18374744252798,-0.9666006626328774,0.032258094419648546,0.03337272119365433,501.0383861076085,0.17717044122689565,499.484856980811,0.17341858705926919,323,0,10,0
18,57.35354718786421,28.951232034855384,0.11383057717533338,0.05036000441593782,0.007903928346877528,136.4885497884624,4.636240019965899,-0.6773032915257716,0.02675682428989328,0.03950493763232387,501.25495299845664,0.23344358892151063,500.00045046483433,0.2330370417299033,353,0,10,0
19,63.088901906650634,25.302303269129794,0.09321290202142075,0.05606314393655188,0.007441018145905813,123.25987950251395,3.9311278357363206,-0.5323933672326123,0.019170500583830706,0.03600815067152173,500.1487361235031,0.24039211733899568,500.629164741037,0.24409517027678845,387,0,10,0
20,69.3977920973157,22.07376089359637,0.07394987046159708,0.046178239931924214,0.007706418729102016,90.44263129997483,4.9183168349183255,-0.3732709779618877,0.014976484901756605,0.04012228591553067,498.3284386574008,0.2703188731181795,499.96812166197776,0.2786763610125376,428,0,10,0
21,76.33757130704727,20.338477736338156,0.06698390015933865,0.09568767568064643,0.00659045013102416,82.01394806812826,2.082057833318891,-0.3417360380710817,0.012535740511677617,0.036682524273515926,497.63182729001153,0.25623394585147496,499.98912052880223,0.2743056174858301,458,0,10,0
22,83.971328437752,18.295669528331253,0.06353423016620562,0.12453798143538222,0.005689173640423598,72.13836256594328,1.4037568618150087,-0.3302847286957622,0.010581129661410877,0.032036387825722205,498.92067199625893,0.2465280536078348,500.60533683218927,0.26610803194678695,496,0,10,0
23,92.3684612815272,15.308013457276346,0.05691015905760734,0.10578760283663818,0.006034880881443146,67.51459857859801,1.7337984708199008,-0.25892189218597594,0.008336562534116361,0.032197209991530786,498.8923924236798,0.287429317520316,498.9269457293909,0.3040028013120217,551,0,10,0
24,101.60530740967992,12.450138615256572,0.04546937467562552,0.04267416678041104,0.0061372728275742635,52.405085460740644,4.23212740492136,-0.18910347087065404,0.005448909267028374,0.028814432870750452,500.55417715253026,0.31842464965891015,500.12708692857075,0.3206616368134325,628,0,50,2
25,111.76583815064792,10.615450154487524,0.028874812404493043,0.04267416678041104,0.005141833065700827,7.6709976338871,3.5418862806561355,-0.13605677994620682,0.0036166687261328704,0.026582054400837676,500.55417715253026,0.2983518543148976,500.12708692857075,0.29026469614951794,690,0,10,0
26,122.94242196571273,9.117423634290576,0.026854179846084812,0.011195624060438494,0.005441628758522616,66.94290102341313,14.07092662179455,-0.11176235810452473,0.002959962875599855,0.026484434704138728,498.96264335587813,0.3367957956922418,495.179336509907,0.33762095905336986,772,0,10,0
27,135.236664162284,8.084387488771455,0.02300074259583618,0.058795868465930316,0.004809756843980523,66.94290102341313,2.4253795112661547,-0.09415147571929004,0.002522043661003029,0.026787085828823658,500.71084975434525,0.33129256163214316,493.12302873165464,0.34083244607840985,828,0,10,0
28,148.7603305785124,6.812358191916877,0.026752790460361515,0.04806640044078701,0.00512443122092086,47.265016625147865,3.1432104627208055,-0.0945551133188196,0.0021878460635705033,0.023138315705820738,499.9732397927417,0.3911102660394573,495.4108736483989,0.39211353742254973,916,0,10,0
29,163.63636363636363,5.399590089294597,0.01692204852617037,0.04247244800932729,0.003535852512057102,15.875650341301053,2.4484244574662686,-0.07133616056744445,0.0012906637781119178,0.01809270036185457,502.5061925900705,0.2998655054905653,497.91701481197066,0.2928820791843507,1011,0,50,2
30,180.0,4.336643726489667,0.012767744829057464,0.05783413810040499,0.0031587291002864175,15.343006096447727,1.6191242308380933,-0.05984317451485752,0.0009339340604632586,0.015606358921206409,502.20143885502017,0.2987470622127499,496.6586681251193,0.2886754323369073,1103,0,20,0
31,198.00000000000003,3.2352730633488083,0.009553263024068353,0.0514930115126432,0.0030102523534550414,166.21290982832943,1.7266707999941424,-0.04299940061835957,0.0006928451163051104,0.01611290172285063,501.4934427744945,0.3114970706823888,497.3349408302181,0.3019296356034629,1217,0,10,0
32,217.80000000000004,2.444529100164633,0.008162061492510935,0.03912499902765422,0.0025921925246154016,110.85549224067469,1.943860788802182,-0.039281758133403004,0.0004692044626387181,0.011944589166433794,504.38997378099293,0.28581164699546663,491.5130053638584,0.29137145460720676,1347,0,10,0
33,239.58000000000007,1.621510583034963,0.004839100422957428,0.04247244800932729,0.0019729348304503187,71.1133546376118,1.3651348701586146,-0.02771968681908409,0.000249591512581936,0.009004124549130927,504.5812722127617,0.23930750416491933,490.62062376834075,0.24475731700883083,1479,0,10,0
